# source lat long PCM_LABELS
1901651_015.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -44.931 1.953 0
1901651_016.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -44.971 3.136 0
1901651_017.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -44.532 3.282 0
1901651_018.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -43.947 3.216 0
1901651_019.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -43.323 2.895 0
1901651_020.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -42.712 3.020 0
1901651_021.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -42.069 3.550 0
1901651_022.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -42.271 4.251 0
1901651_023.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -42.798 5.017 0
1901651_024.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -42.590 5.479 0
1901651_025.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -42.366 5.592 0
1901651_029.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -42.115 6.402 0
1901651_030.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -42.535 5.750 0
1901651_031.BRECKOWENS,STEVEJAYNE,P.E.ROBBINS -42.385 5.062 0
1901800_032.DEANROEMMICH -49.593 0.766 2
1901800_033.DEANROEMMICH -48.950 1.846 2
1901800_034.DEANROEMMICH -48.910 2.681 2
1901800_035.DEANROEMMICH -48.849 4.447 2
1901800_036.DEANROEMMICH -48.562 6.159 2
1901800_037.DEANROEMMICH -48.397 6.950 2
1901800_038.DEANROEMMICH -48.409 7.503 2
1901800_039.DEANROEMMICH -48.855 8.596 2
1901800_040.DEANROEMMICH -49.232 9.253 2
1901800_041.DEANROEMMICH -49.623 9.734 2
1901831_018.DEANROEMMICH -49.044 1.218 2
1901831_019.DEANROEMMICH -49.166 3.072 2
1901831_020.DEANROEMMICH -48.799 4.904 2
1901831_021.DEANROEMMICH -48.799 6.646 2
1901831_022.DEANROEMMICH -48.884 7.990 2
1901831_023.DEANROEMMICH -49.374 9.272 2
1901831_024.DEANROEMMICH -49.778 9.921 2
1901833_010.DEANROEMMICH -43.246 2.964 0
1901833_011.DEANROEMMICH -43.050 3.942 0
1901833_012.DEANROEMMICH -43.461 4.330 0
1901833_013.DEANROEMMICH -43.903 4.259 0
1901833_014.DEANROEMMICH -44.130 4.301 0
1901833_015.DEANROEMMICH -44.096 4.544 0
1901833_016.DEANROEMMICH -43.940 4.617 0
1901833_017.DEANROEMMICH -43.990 4.465 0
1901833_018.DEANROEMMICH -44.168 4.526 0
1901833_019.DEANROEMMICH -44.206 4.725 0
1901833_020.DEANROEMMICH -44.189 4.854 0
1901833_021.DEANROEMMICH -44.077 5.178 0
1901833_022.DEANROEMMICH -44.005 5.497 0
1901833_023.DEANROEMMICH -43.937 6.003 0
1901833_024.DEANROEMMICH -43.864 7.074 0
1901833_025.DEANROEMMICH -43.694 8.277 0
1901833_026.DEANROEMMICH -43.077 8.944 0
1901833_027.DEANROEMMICH -42.472 9.220 0
1901833_028.DEANROEMMICH -42.291 8.414 0
1901833_029.DEANROEMMICH -42.572 7.516 0
1901833_030.DEANROEMMICH -42.710 7.013 0
1901833_031.DEANROEMMICH -42.669 6.793 0
1901833_032.DEANROEMMICH -42.420 6.564 0
1901833_036.DEANROEMMICH -42.003 5.261 0
3900263_179.STEPHENRISER -45.757 0.997 2
3900263_180.STEPHENRISER -46.015 2.793 0
3900263_181.STEPHENRISER -45.601 4.618 2
3900263_182.STEPHENRISER -44.898 5.133 2
3900263_183.STEPHENRISER -44.443 5.828 2
3900263_185.STEPHENRISER -45.212 6.861 2
3900332_171.STEPHENRISER -44.094 0.425 0
3900332_173.STEPHENRISER -44.300 0.877 0
3900332_174.STEPHENRISER -44.547 2.057 0
3900332_175.STEPHENRISER -44.348 2.298 0
3900332_176.STEPHENRISER -43.813 3.318 0
3900332_177.STEPHENRISER -43.613 3.285 0
3900332_179.STEPHENRISER -43.107 4.520 0
3900332_181.STEPHENRISER -43.260 6.380 0
3900332_182.STEPHENRISER -43.242 6.302 0
3900332_183.STEPHENRISER -43.483 7.010 0
3900332_184.STEPHENRISER -43.303 7.547 0
3900332_185.STEPHENRISER -42.598 7.329 0
3900332_188.STEPHENRISER -42.585 8.249 0
3900332_189.STEPHENRISER -42.839 7.626 0
3900332_190.STEPHENRISER -42.675 7.497 0
3900332_191.STEPHENRISER -42.705 7.528 0
3900332_193.STEPHENRISER -43.196 8.812 0
3900332_194.STEPHENRISER -42.903 9.374 0
3900332_197.STEPHENRISER -42.256 8.930 0
3900332_202.STEPHENRISER -42.047 5.891 0
