# source lat long PCM_LABELS
4902912_030.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.492 298.031 0
4902912_050.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.088 299.876 2
4902912_051.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.367 299.437 0
4902912_052.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.422 299.578 2
4902912_053.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.390 299.427 2
4902912_055.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.483 298.819 2
4902912_057.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 41.199 298.295 2
4902912_059.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.779 297.789 2
4902912_060.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.323 297.315 2
4902912_068.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.254 298.645 3
4902912_069.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.698 297.590 3
4902912_071.BRECKOWENS,STEVENJAYNE,P.E.ROBBINS 40.700 298.540 3
5903889_095.STEPHENRISER, 40.475 295.408 3
5903889_099.STEPHENRISER, 40.689 295.207 2
5903889_101.STEPHENRISER, 40.689 295.443 3
5903889_102.STEPHENRISER, 40.663 295.589 3
5903889_103.STEPHENRISER, 40.514 295.343 3
5903889_104.STEPHENRISER, 40.902 294.588 3
5903889_105.STEPHENRISER, 41.184 295.068 3
5903889_106.STEPHENRISER, 41.261 295.532 3
5903889_107.STEPHENRISER, 41.436 295.793 2
5903889_108.STEPHENRISER, 41.375 295.979 2
5903889_109.STEPHENRISER, 41.065 295.967 2
5903889_110.STEPHENRISER, 40.378 295.688 3
5903889_112.STEPHENRISER, 40.347 294.573 3
5903889_113.STEPHENRISER, 40.987 294.167 2
5903889_114.STEPHENRISER, 40.840 293.860 2
5903889_115.STEPHENRISER, 40.628 293.805 2
5903889_116.STEPHENRISER, 40.235 293.662 2
5903889_156.STEPHENRISER, 40.252 298.191 3
3901602_008.BirgitKLEIN 42.488 296.300 0
3901602_009.BirgitKLEIN 42.344 295.521 0
3901602_010.BirgitKLEIN 41.670 294.488 0
3901602_011.BirgitKLEIN 40.885 294.051 0
3901602_012.BirgitKLEIN 40.326 294.833 0
3901602_013.BirgitKLEIN 40.425 294.891 0
3901602_014.BirgitKLEIN 40.661 295.353 2
3901602_015.BirgitKLEIN 40.959 295.243 2
3901602_016.BirgitKLEIN 40.647 294.511 2
3901602_017.BirgitKLEIN 40.041 293.593 0
3901602_040.BirgitKLEIN 40.433 297.951 0
3901603_008.BirgitKLEIN 40.654 298.217 3
3901603_013.BirgitKLEIN 40.722 299.553 2
3901603_014.BirgitKLEIN 40.417 298.791 2
3901604_008.BirgitKLEIN 41.678 296.613 0
3901604_009.BirgitKLEIN 41.366 296.224 2
3901604_010.BirgitKLEIN 40.804 295.429 0
3901604_012.BirgitKLEIN 40.332 293.366 2
3901605_008.BirgitKLEIN 41.496 296.799 0
3901605_009.BirgitKLEIN 40.628 295.471 0
3901605_048.BirgitKLEIN 40.664 297.060 2
3901605_049.BirgitKLEIN 41.238 297.514 2
3901605_050.BirgitKLEIN 41.051 296.733 2
3901605_051.BirgitKLEIN 40.924 296.771 2
3901605_052.BirgitKLEIN 40.940 297.118 2
3901605_053.BirgitKLEIN 40.821 297.020 2
3901605_054.BirgitKLEIN 40.966 295.694 2
3901605_055.BirgitKLEIN 40.880 294.915 2
3901605_056.BirgitKLEIN 40.722 294.536 2
3901605_057.BirgitKLEIN 40.478 293.636 2
3901605_058.BirgitKLEIN 40.249 292.850 2
3901605_059.BirgitKLEIN 40.009 292.023 2
3901638_035.BirgitKLEIN 41.539 299.638 2
3901638_036.BirgitKLEIN 41.434 299.532 2
3901638_037.BirgitKLEIN 41.743 299.742 2
3901638_038.BirgitKLEIN 41.490 299.327 2
3901638_039.BirgitKLEIN 41.324 298.546 2
3901638_040.BirgitKLEIN 41.021 298.605 2
3901638_041.BirgitKLEIN 41.479 297.957 0
3901638_042.BirgitKLEIN 41.154 297.451 2
3901638_043.BirgitKLEIN 40.901 297.009 2
3901638_044.BirgitKLEIN 41.064 298.018 2
3901640_008.BirgitKLEIN 42.535 297.470 0
3901640_009.BirgitKLEIN 42.550 297.936 0
3901640_010.BirgitKLEIN 42.463 297.485 2
3901640_011.BirgitKLEIN 42.210 297.112 2
3901640_012.BirgitKLEIN 41.799 296.438 2
3901640_013.BirgitKLEIN 41.304 295.950 2
3901640_014.BirgitKLEIN 40.887 295.623 2
3901640_015.BirgitKLEIN 40.489 294.424 2
3901640_016.BirgitKLEIN 40.633 294.181 2
3901640_017.BirgitKLEIN 40.454 293.617 2
3901640_018.BirgitKLEIN 40.049 293.307 2
3901641_008.BirgitKLEIN 42.609 296.073 0
3901641_009.BirgitKLEIN 42.617 296.138 0
3901641_010.BirgitKLEIN 42.434 295.825 2
3901641_011.BirgitKLEIN 42.122 294.941 2
3901641_012.BirgitKLEIN 42.010 294.882 2
3901641_013.BirgitKLEIN 41.999 294.892 2
3901641_014.BirgitKLEIN 41.716 294.489 2
3901641_015.BirgitKLEIN 41.450 294.392 0
3901641_016.BirgitKLEIN 41.183 294.579 2
3901641_017.BirgitKLEIN 40.799 294.750 2
3901641_018.BirgitKLEIN 40.222 294.463 2
